"molregno","standard_type","standard_relation","nm","chembl_id","smiles","SlogP","SMR","LabuteASA","TPSA","AMW","ExactMW","NumLipinskiHBA","NumLipinskiHBD","NumRotatableBonds","NumHBD","NumHBA","NumAmideBonds","NumHeteroAtoms","NumHeavyAtoms","NumAtoms","NumRings","NumAromaticRings","NumSaturatedRings","NumAliphaticRings","NumAromaticHeterocycles","NumSaturatedHeterocycles","NumAliphaticHeterocycles","NumAromaticCarbocycles","NumSaturatedCarbocycles","NumAliphaticCarbocycles","FractionCSP3","Chi0v","Chi1v","Chi2v","Chi3v","Chi4v","Chi1n","Chi2n","Chi3n","Chi4n","HallKierAlpha","kappa1","kappa2","kappa3","slogp_VSA1","slogp_VSA2","slogp_VSA3","slogp_VSA4","slogp_VSA5","slogp_VSA6","slogp_VSA7","slogp_VSA8","slogp_VSA9","slogp_VSA10","slogp_VSA11","slogp_VSA12","smr_VSA1","smr_VSA2","smr_VSA3","smr_VSA4","smr_VSA5","smr_VSA6","smr_VSA7","smr_VSA8","smr_VSA9","smr_VSA10","peoe_VSA1","peoe_VSA2","peoe_VSA3","peoe_VSA4","peoe_VSA5","peoe_VSA6","peoe_VSA7","peoe_VSA8","peoe_VSA9","peoe_VSA10","peoe_VSA11","peoe_VSA12","peoe_VSA13","peoe_VSA14","MQN1","MQN2","MQN3","MQN4","MQN5","MQN6","MQN7","MQN8","MQN9","MQN10","MQN11","MQN12","MQN13","MQN14","MQN15","MQN16","MQN17","MQN18","MQN19","MQN20","MQN21","MQN22","MQN23","MQN24","MQN25","MQN26","MQN27","MQN28","MQN29","MQN30","MQN31","MQN32","MQN33","MQN34","MQN35","MQN36","MQN37","MQN38","MQN39","MQN40","MQN41","MQN42"
712273,"Potency","=",0.8,"CHEMBL1276308","CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c5ccc(cc5)N(C)C",5.406500000000006,129.4318,192.137355986436,40.54,429.6040000000001,429.26677936000004,3,1,2,1,3,0,3,32,67,5,1,2,4,0,0,0,1,2,4,0.5517241379310345,19.871225103286623,12.175028102037896,10.755530844922422,9.03010003887869,7.381018208616034,12.175028102037896,10.755530844922422,9.03010003887869,7.381018208616034,-2.3099999999999996,21.53125141484778,7.631144053139787,3.1060786587995866,4.899909730850478,30.586167117543713,4.794537184071822,29.091671199430852,70.2745832977217,47.06080197088812,0.0,0.0,0.0,5.687386274683562,0.0,0.0,9.901064578912528,0.0,0.0,17.250802561719567,70.3121826170084,18.99525369620486,52.624253462585116,0.0,11.840868637711289,11.470631221048501,10.006437125691184,4.794537184071822,0.0,0.0,5.920434318855644,30.550010185538753,92.20289382516212,37.536448378522124,0.0,5.601050810983688,5.783244946364939,0.0,0.0,0.0,29,0,0,0,0,0,0,1,0,2,0,0,8,1,1,21,5,0,2,5,3,1,1,0,0,6,2,1,0,12,9,2,0,0,1,4,0,0,0,0,6,3
727023,"Potency",,25118.9,"CHEMBL1303139","CNc1ccc(O)cc1.CNc2ccc(O)cc2.OS(=O)(=O)O",2.2149999999999994,89.48440000000004,134.55010937131544,139.11999999999998,344.38900000000007,344.1042073599999,8,6,2,6,6,0,9,23,43,2,2,0,0,0,0,0,2,0,0,0.14285714285714285,13.448897987836157,7.685393120602127,4.937248359194114,2.311959691775766,1.2561936001819591,6.28842971059524,4.041581485520671,2.311959691775766,1.2561936001819591,-2.49,20.509999999999998,10.271862320692371,12.928517891735561,10.633577208012662,41.83169548674545,10.399000581649606,0.0,0.0,48.53093654769288,0.0,0.0,0.0,11.374772549367124,11.49902366656781,0.0,27.736351521391075,0.0,0.0,0.0,0.0,24.72892117336704,48.53093654769288,0.0,11.49902366656781,21.773773131016732,20.846631997694075,9.105499747380728,0.0,8.417796984328938,0.0,0.0,48.53093654769288,25.470116514721504,0.0,11.49902366656781,0.0,0.0,0.0,10.399000581649606,14,0,0,0,0,1,0,2,0,6,0,0,8,2,0,6,6,0,2,14,8,6,6,0,0,8,2,0,1,8,4,0,0,0,0,2,0,0,0,0,0,0
729703,"Potency",,2818.4,"CHEMBL1305819","CC(=O)OC(=O)C",0.09599999999999997,22.44699999999999,41.27066680061378,43.370000000000005,102.089,102.031694052,3,0,2,0,3,0,3,7,13,0,0,0,0,0,0,0,0,0,0,0.5,4.224744871391589,1.8164965809277263,1.0852253202103586,0.2874574785652649,0.20240575138529343,1.8164965809277263,1.0852253202103586,0.2874574785652649,0.20240575138529343,-0.8600000000000001,6.14,2.3368296745854065,5.14,0.0,11.938610575903699,14.325937321943691,0.0,13.847474399381248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.325937321943691,0.0,0.0,0.0,13.847474399381248,0.0,0.0,0.0,0.0,11.938610575903699,4.736862953800049,9.589074368143644,0.0,0.0,0.0,0.0,0.0,13.847474399381248,0.0,0.0,0.0,0.0,0.0,11.938610575903699,4,0,0,0,0,0,0,0,0,3,0,0,4,2,0,0,0,0,2,6,3,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731972,"Potency",,27829.8,"CHEMBL1308088","O.Cl.Nc1c2ccccc2nc3ccccc13",2.5673000000000004,74.52320000000003,104.9881175418904,70.41,248.71300000000002,248.071640716,3,4,0,1,2,0,4,17,30,3,3,0,0,1,0,0,2,0,0,0.0,9.868110889598182,4.890589268474024,3.5597766503375503,2.6293453229046526,1.8726354359873991,4.890589268474024,3.5597766503375503,2.6293453229046526,1.8726354359873991,-1.8399999999999994,13.225963060686016,4.993850304317793,2.0244092967995835,5.733667477162185,10.460170356828572,0.0,0.0,0.0,48.53093654769288,0.0,21.805849864162113,0.0,5.687386274683562,0.0,12.407033161179976,5.476191835881363,0.0,4.9839785209472085,0.0,0.0,5.733667477162185,48.53093654769288,0.0,0.0,39.900269300025656,11.209859313043548,0.0,4.9839785209472085,0.0,12.407033161179976,36.39820241076966,12.13273413692322,10.772448428929591,16.720787709916088,0.0,0.0,0.0,0.0,0.0,13,0,1,0,0,0,0,1,1,1,0,0,1,0,0,8,8,0,0,4,3,4,2,0,0,1,0,0,0,9,5,0,0,0,0,3,0,0,0,0,4,2
733063,"Potency",,25118.9,"CHEMBL1309179","[O-][N+](=O)C(Br)Br",1.3365,28.6364,51.12732196161207,43.14,218.832,216.837402472,3,0,1,0,2,0,5,6,7,0,0,0,0,0,0,0,0,0,0,1.0,5.768982469865173,2.8911340994726356,3.526461682476376,0.8280786712108252,0.0,1.0597830418892566,0.5630127344018239,0.15936381457791918,0.0,0.3599999999999999,6.3599999999999985,2.51897314188521,2.5893577981651372,0.0,8.783687926236468,0.0,10.114318268765572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.859887795898697,4.923311048817671,0.0,0.0,0.0,3.8603768774187976,0.0,10.114318268765572,0.0,0.0,31.859887795898697,0.0,10.114318268765572,0.0,0.0,0.0,0.0,0.0,36.78319884471637,0.0,0.0,0.0,0.0,0.0,3.8603768774187976,1,0,0,2,0,0,0,1,0,2,0,0,4,1,0,0,0,0,1,6,3,0,0,1,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736889,"Potency",,3162.3,"CHEMBL1313005","CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1",4.238320000000003,81.09220000000005,119.40521038036616,47.56,303.36400000000003,303.105801194,4,1,7,1,4,0,6,19,41,1,1,0,0,0,0,0,1,0,0,0.5384615384615384,13.807638387228105,9.03242097855276,6.963739991495333,5.08707469946008,3.7510850715635797,6.265017396650882,4.4217571770695185,2.3072710620097894,1.6226372055107794,-0.4800000000000001,16.573995680345572,7.3416359902123585,5.188221311685016,9.61104222478897,18.904491977172285,9.088795446643147,6.923737199690624,26.334663090768867,23.094584680902607,0.0,0.0,0.0,0.0,5.749511833283905,19.508373380394683,13.612542608354964,0.0,5.0872950630771525,0.0,38.63227310342823,12.862651148024323,23.762552697081826,0.0,5.749511833283905,19.508373380394683,4.5237471617118175,4.5237471617118175,9.652343348008483,0.0,11.761884949391115,0.0,57.71327067935572,10.937324304665736,6.606881964512918,5.749511833283905,0.0,0.0,0.0,7.746488431003568,13,0,0,0,0,1,1,1,0,3,0,0,12,1,0,3,3,0,7,7,4,1,1,0,0,6,5,1,1,3,3,0,0,0,0,1,0,0,0,0,0,0
744604,"Potency",,4.5,"CHEMBL1320720","CCCCCCN",1.5253999999999999,33.19639999999998,45.9038522968253,26.02,101.19300000000001,101.12044947999999,1,2,4,1,1,0,1,7,22,0,0,0,0,0,0,0,0,0,0,1.0,5.112884175122364,3.1153550716504106,1.8493353063746338,1.057677535825205,0.5711142625940432,3.1153550716504106,1.8493353063746338,1.057677535825205,0.5711142625940432,-0.04,6.96,5.959999999999999,5.960000000000001,5.733667477162185,6.544756405912575,0.0,0.0,32.60702369139466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.733667477162185,32.60702369139466,6.544756405912575,0.0,0.0,0.0,0.0,5.733667477162185,0.0,0.0,0.0,0.0,26.186202068468653,12.965578028838586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,4,1,1,2,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745282,"Potency",,15848.9,"CHEMBL1321398","[Cl-].Cc1cc(ccc1OCCOCC[N+](C)(C)Cc2ccccc2)C(C)(C)CC(C)(C)C",3.384820000000003,131.71240000000006,202.67756002426862,18.46,462.1180000000002,461.30605732799995,3,0,12,0,2,0,4,32,76,2,2,0,0,0,0,0,2,0,0,0.5714285714285714,22.25904643609166,11.556409918065325,11.365481363409517,5.708296913192132,4.441212766044288,11.556409918065325,11.365481363409517,5.708296913192132,4.441212766044288,-1.5499999999999998,28.48284072249589,12.064416167607844,9.93563277990269,17.143896114980024,44.94377712250033,16.696609829109406,12.338727669087405,57.729862096470114,48.53093654769288,0.0,0.0,0.0,0.0,5.749511833283905,0.0,26.363789926474695,0.0,0.0,5.41499046939678,59.9229916963791,40.46074626480571,65.22129102278387,0.0,5.749511833283905,0.0,26.363789926474695,0.0,0.0,0.0,0.0,77.08325547768438,41.36780981326579,5.563451491696996,27.309107894380215,25.445906609621975,0.0,0.0,0.0,0.0,28,0,1,0,0,0,0,1,0,2,0,0,20,0,0,6,6,0,12,4,2,0,0,1,1,8,8,0,3,8,4,0,0,0,0,2,0,0,0,0,0,0
747583,"Potency",,22334.600000000002,"CHEMBL1323699","CCCCC(CC)COC(=O)c1ccc(cc1)N(C)C",4.1258000000000035,84.35750000000006,122.48066737761367,29.54,277.408,277.204179104,3,0,9,0,3,0,3,20,47,1,1,0,0,0,0,0,1,0,0,0.5882352941176471,13.185995428308553,7.525283052619175,5.456265147307617,3.6128107891380346,2.0706350035717533,7.525283052619175,5.456265147307617,3.6128107891380346,2.0706350035717533,-1.51,16.544083288263923,8.619162867598885,5.235691048605127,4.899909730850478,26.671531217819147,4.736862953800049,5.917906046161393,49.888749566854095,24.26546827384644,0.0,0.0,0.0,5.687386274683562,0.0,0.0,9.53140013787187,0.0,0.0,5.917906046161393,39.53076089108528,25.602135660717778,29.828919765543436,0.0,0.0,11.656691562635412,9.636772684650527,0.0,4.794537184071822,0.0,0.0,33.10993926815928,36.60419594293384,19.782730240037942,12.170333456209914,0.0,0.0,0.0,0.0,5.969305287951849,17,0,0,0,0,0,0,1,0,2,0,0,13,1,0,3,3,0,9,5,3,0,0,0,0,5,6,3,0,4,2,0,0,0,0,1,0,0,0,0,0,0
748198,"Potency",,39810.7,"CHEMBL1324314","Cl.Cl.NCCNc1cccc2ccccc12",3.054000000000001,75.98810000000003,108.03889126574501,38.05,259.18000000000006,258.069053872,2,3,3,2,2,0,4,16,32,2,2,0,0,0,0,0,2,0,0,0.16666666666666666,10.482505458673282,4.8331688861030555,3.2421608361988485,2.249424502457241,1.5863976955770032,4.8331688861030555,3.2421608361988485,2.249424502457241,1.5863976955770032,-0.9600000000000001,15.04,7.335829420700978,3.270857611136181,11.050456081168516,13.08951281182515,0.0,0.0,0.0,42.46456947923127,0.0,10.772448428929591,0.0,5.687386274683562,0.0,24.814066322359952,0.0,0.0,0.0,5.733667477162185,0.0,18.406301415831482,42.46456947923127,0.0,0.0,41.2739010259731,11.050456081168516,0.0,0.0,0.0,24.814066322359952,36.39820241076966,11.452591282926406,24.16312330097351,0.0,0.0,0.0,0.0,0.0,0.0,12,0,2,0,0,0,0,2,0,0,0,0,4,0,0,6,5,0,3,2,2,3,2,0,0,1,3,0,0,7,3,0,0,0,0,2,0,0,0,0,2,1
750261,"Potency",,35481.3,"CHEMBL1326377","[Na+].[Na+].[Na+].[Na+].Nc1c(N=Nc2ccc(cc2)S(=O)(=O)CCOS(=O)(=O)[O-])c(cc3cc(c(N=Nc4ccc(cc4)S(=O)(=O)CCOS(=O)(=O)[O-])c(O)c13)S(=O)(=O)[O-])S(=O)(=O)[O-]",-10.716400000000018,182.59159999999986,430.77874216484656,411.22999999999996,991.8320000000004,990.8745765720004,24,3,16,2,24,0,34,60,81,4,4,0,0,0,0,0,4,0,0,0.15384615384615385,44.11228652003088,23.113034891357472,19.720099970883744,12.934455965291708,8.74398967258352,14.325341191122769,10.701255769130627,6.934975132114775,4.475166794557245,-0.5999999999999999,59.4,23.03266762110424,16.435725473393124,123.96281160759392,98.54377993809517,69.07493201950074,0.0,0.0,100.70260508920482,0.0,10.772448428929591,0.0,28.43693137341781,5.749511833283905,0.0,200.41962379130706,0.0,0.0,20.45700050251759,19.5819339020711,30.4531386196816,60.6636706846161,0.0,5.749511833283905,99.91814095654871,29.051194366764342,8.366170865299415,50.50678190597361,10.228500251258795,10.228500251258795,0.0,66.0498948990809,0.0,66.749788083106,31.611026267434234,25.424018106118908,20.79800116329921,0.0,118.22914413043173,26,0,0,0,0,6,0,5,0,19,0,4,22,14,0,12,11,0,16,47,24,3,2,4,4,18,10,0,6,10,12,0,0,0,0,4,0,0,0,0,2,1
752803,"Potency",,31622.8,"CHEMBL1328919","Oc1ccc(Cl)cc1Cc2ccccc2",3.6364000000000027,62.36480000000003,93.95093941903531,20.23,218.68300000000002,218.049842652,1,1,2,1,1,0,2,15,26,2,2,0,0,0,0,0,2,0,0,0.07692307692307693,8.907015949231196,5.146377762685912,3.8718453118274616,2.5140384520252104,1.7061471454561716,4.768413289676685,3.435409531355477,2.278941349237473,1.5114469190812563,-1.4699999999999998,10.061638506656614,4.3672212954245575,2.5093657092274353,0.0,5.106527394840706,6.4208216229260096,0.0,11.126902983393991,48.53093654769288,5.022633313741326,0.0,0.0,0.0,5.749511833283905,11.600939890232516,5.106527394840706,0.0,0.0,0.0,6.4208216229260096,0.0,64.6804728448282,0.0,5.749511833283905,11.600939890232516,5.106527394840706,0.0,0.0,0.0,0.0,41.932775232540564,29.32600418877882,11.443454936667337,0.0,5.749511833283905,0.0,0.0,0.0,0.0,13,0,1,0,0,0,0,0,0,1,0,0,4,0,0,6,6,0,2,2,1,1,1,0,0,2,1,0,0,8,4,0,0,0,0,2,0,0,0,0,0,0
754239,"Potency",,316.2,"CHEMBL1330355","CCCCC(CC)CNCC(CC)CCCC",5.008800000000004,79.48170000000007,109.7632449273867,12.03,241.46299999999994,241.27695011999998,1,1,12,1,1,0,1,17,52,0,0,0,0,0,0,0,0,0,0,1.0,12.72576835024473,7.9850236487159165,5.49125272933664,3.9525775947418267,2.3782277537412924,7.9850236487159165,5.49125272933664,3.9525775947418267,2.3782277537412924,-0.04,16.96,12.417791918832325,9.642531336650118,5.316788604006331,13.08951281182515,0.0,11.835812092322787,79.06152178217057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.316788604006331,11.835812092322787,79.06152178217057,13.08951281182515,0.0,0.0,0.0,0.0,5.316788604006331,0.0,0.0,0.0,0.0,66.21987853631856,37.766968149999954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,0,0,0,0,0,1,0,0,0,0,16,0,0,0,0,0,12,1,1,1,1,0,0,4,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754402,"Potency",,39810.7,"CHEMBL1330518","OCCOC(=O)C=C",-0.29210000000000025,28.24179999999999,47.578717534978374,46.53,116.11599999999999,116.047344116,3,1,4,1,3,0,3,8,16,0,0,0,0,0,0,0,0,0,0,0.4,4.462380789176953,2.2100746161341895,1.0952282492400975,0.5022747306323725,0.20516134332318842,2.2100746161341895,1.0952282492400975,0.5022747306323725,0.20516134332318842,-0.8300000000000001,7.169999999999999,4.332074554294975,3.3634235976789166,0.0,24.28959661181839,9.53140013787187,0.0,0.0,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,14.637927532712578,0.0,0.0,0.0,0.0,13.213763929025836,12.654955790432378,0.0,0.0,5.969305287951849,9.843390348640755,0.0,4.794537184071822,0.0,0.0,6.578935683598497,0.0,6.076020106833881,6.606881964512918,6.606881964512918,0.0,0.0,0.0,5.969305287951849,5,0,0,0,0,0,0,0,0,3,0,0,5,2,0,0,0,0,4,6,3,1,1,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756198,"Potency",,22387.2,"CHEMBL1332314","CCOP(=S)(OCC)SCCSCC",3.7702000000000027,72.99400000000004,100.80899880655427,18.46,274.413,274.028479478,2,0,9,0,5,0,6,14,33,0,0,0,0,0,0,0,0,0,0,1.0,12.367905887535107,10.178527284143914,10.136334203664694,7.976868250331396,6.642842515024668,4.79499275987393,2.312909769600933,1.2556226775526171,0.7803654957880988,1.27,15.270000000000001,9.492720917643227,7.547184073764443,0.0,30.472324749266203,20.85435041206228,0.0,20.771211599071872,0.0,0.0,0.0,0.0,0.0,0.0,28.83714734628233,9.047494323423635,0.0,0.0,0.0,20.771211599071872,30.472324749266203,0.0,0.0,0.0,40.64400343492098,9.047494323423635,0.0,0.0,11.761884949391115,0.0,18.305461995803782,31.407184094766688,11.505707213493578,13.213763929025836,0.0,0.0,5.693537600778055,0.0,0.0,8,0,0,0,0,3,1,0,0,2,0,0,12,1,0,0,0,0,9,4,2,0,0,0,0,4,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
756600,"Potency",,26632.050000000003,"CHEMBL1332716","CO[C@H]1\C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(NC(=O)\C(=C/C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@@H]1C)\C)c(\C=N\N5CCN(C)CC5)c(O)c4c3C2=O",4.3354200000000045,220.4791999999994,343.9147588784285,220.15,822.9529999999995,822.4051232959998,16,6,5,6,15,1,16,59,117,6,2,1,4,0,1,4,2,0,0,0.5348837209302325,35.34677769064765,19.78851715628079,16.119126113187434,11.863078208578585,7.923298320291882,19.78851715628079,16.119126113187434,11.863078208578585,7.923298320291882,-5.16,44.93389855929172,17.991844748290085,8.905370775160415,10.05365155780638,129.85526162338098,23.79966322954379,30.595361384336194,69.95105205699717,41.24067293156531,0.0,10.772448428929591,0.0,5.687386274683562,22.99804733313562,0.0,58.86370034161918,0.0,9.90882225480501,28.773031710385297,85.59287430108878,45.65328375161135,52.82961988091657,0.0,22.99804733313562,40.33416524681676,54.69678712426053,19.392524076169998,0.0,5.101407525739723,0.0,45.92300911926414,26.97116648889232,87.3307019851857,52.98909366374336,23.352501887600017,5.749511833283905,0.0,11.690424675716445,11.756416440522447,43,0,0,0,0,0,0,1,3,10,2,0,20,4,0,31,8,0,5,28,16,6,6,0,0,18,4,1,0,12,23,1,0,0,1,3,0,0,0,2,27,28
757396,"Potency",,24905.35,"CHEMBL1333512","N(c1ccccc1)c2ccc(Nc3ccccc3)cc2",5.1738000000000035,85.89140000000003,118.64531589884115,24.06,260.34000000000003,260.131348512,2,2,4,2,2,0,2,20,36,3,3,0,0,0,0,0,3,0,0,0.0,11.082903768654765,6.642734410091838,4.559401076758503,3.009828585346656,2.013200239279668,6.642734410091838,4.559401076758503,3.009828585346656,2.013200239279668,-2.7399999999999993,12.301818305334772,5.934210068024141,3.175525739376964,10.633577208012662,0.0,0.0,0.0,0.0,84.92913895846256,0.0,0.0,0.0,22.74954509873425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.633577208012662,84.92913895846256,0.0,0.0,22.74954509873425,10.633577208012662,0.0,0.0,0.0,0.0,36.39820241076966,48.53093654769288,22.74954509873425,0.0,0.0,0.0,0.0,0.0,0.0,18,0,0,0,0,0,0,2,0,0,0,0,4,0,0,9,9,0,4,2,2,2,2,0,0,0,2,0,0,14,4,0,0,0,0,3,0,0,0,0,0,0
757488,"Potency",,22387.2,"CHEMBL1333604","[Na+].CCN(Cc1cccc(c1)S(=O)(=O)[O-])c2ccc(cc2)C(=C3C=CC(=[N+](CC)Cc4cccc(c4)S(=O)(=O)[O-])C=C3)c5ccccc5",3.126800000000003,182.23279999999957,304.80809226021495,120.65,690.8190000000003,690.18342312,8,0,11,0,7,0,11,48,83,5,4,0,1,0,0,0,4,0,1,0.16216216216216217,30.74618945429461,18.00434229722517,13.825489540132839,9.651843638511025,6.675344322738264,15.187845716297451,11.066183917623057,7.9892753127603635,5.593451584391822,-3.609999999999999,37.21268681338034,16.19282820330361,9.294970196250329,34.457195763458415,49.317817390114264,33.325766529892256,0.0,36.10128036616923,142.79639207228774,0.0,5.573104530069267,0.0,5.687386274683562,0.0,0.0,60.073905608126346,0.0,0.0,0.0,36.72795416224195,17.98942254267563,155.25923108804014,0.0,0.0,37.20842952559064,14.005409478231204,0.0,21.41111982813769,0.0,0.0,66.73003775307771,90.2342805590482,36.49239079187347,9.79096695103555,26.781010123979684,12.256441408683276,0.0,0.0,29.557286032607934,37,0,0,0,0,2,0,2,0,6,0,1,15,6,0,16,14,0,11,16,8,0,0,2,2,8,4,3,2,21,9,0,0,0,0,5,0,0,0,0,0,0
758668,"Potency",,40870.75,"CHEMBL1334784","Clc1ccc(cc1)S(=O)(=O)c2ccc(Cl)cc2",3.826200000000002,68.35580000000003,109.72042816111093,34.14,287.167,285.96220585599997,2,0,2,0,2,0,5,17,25,2,2,0,0,0,0,0,2,0,0,0.0,10.927830443891688,7.001372700511109,6.233831266868881,4.537366538764817,2.8764984127494575,4.762280506898261,3.4112770889562927,2.2478779744234942,1.3635810720378003,-1.03,12.427530343158178,4.685732888276506,2.625544247982753,0.0,8.417796984328938,9.837253136417502,0.0,0.0,58.32190349872843,10.045266627482652,0.0,0.0,0.0,0.0,23.20187978046503,8.417796984328938,0.0,0.0,0.0,9.79096695103555,0.0,58.57620317517553,0.0,0.0,33.03913291688254,0.0,0.0,8.417796984328938,0.0,0.0,23.20187978046503,48.53093654769288,10.045266627482652,9.79096695103555,0.0,0.0,9.837253136417502,0.0,0.0,12,0,2,0,0,1,0,0,0,2,0,0,4,2,0,6,6,0,2,4,2,0,0,0,0,4,0,0,1,8,4,0,0,0,0,2,0,0,0,0,0,0
761386,"Potency",,39810.7,"CHEMBL1337502","c1ccc2c(c1)c3cccc4c5ccccc5cc2c34",5.640400000000003,85.88400000000004,116.84599523550217,0.0,252.31599999999997,252.093900384,0,0,0,0,0,0,0,20,32,5,4,0,1,0,0,0,4,0,1,0.0,10.928203230275512,6.976067743425171,5.418980624777141,4.392004425602149,3.552474530842333,6.976067743425171,5.418980624777141,4.392004425602149,3.552474530842333,-2.5999999999999988,10.21902349550179,3.486521567643158,1.1198586037116531,0.0,0.0,0.0,0.0,0.0,72.79640482153933,0.0,43.798702824647165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.79640482153933,0.0,22.253805966787983,21.544896857859182,0.0,0.0,0.0,0.0,0.0,66.73003775307771,49.865069893108775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,0,1,4,0,0,0,0,8,5
762497,"Potency",,12589.3,"CHEMBL1338613","C(Oc1cccc(OCC2CO2)c1)C3CO3",1.2417999999999998,56.912000000000035,94.06357441684568,43.52,222.23999999999998,222.089208928,4,0,6,0,4,0,4,16,30,3,1,2,2,0,2,2,1,0,0,0.5,8.9255219017394,5.488713716535518,4.007550914936085,2.3411403742165064,1.3606600970207476,5.488713716535518,4.007550914936085,2.3411403742165064,1.3606600970207476,-1.2600000000000002,9.930246785113246,4.31265451136282,2.8688393634951437,9.473725907600098,38.63546063354828,9.473725907600098,0.0,0.0,24.26546827384644,0.0,0.0,0.0,0.0,11.49902366656781,0.0,18.947451815200196,0.0,0.0,0.0,12.207932775496605,26.427527858051672,24.26546827384644,0.0,11.49902366656781,0.0,18.947451815200196,0.0,0.0,0.0,0.0,6.06636706846161,12.13273413692322,6.06636706846161,13.213763929025836,36.92072037109025,0.0,0.0,0.0,0.0,12,0,0,0,0,0,0,0,0,2,2,0,6,0,0,9,3,0,6,8,4,0,0,0,0,0,4,0,0,8,4,0,2,0,0,1,0,0,0,0,0,0
763100,"Potency",,5768.200000000001,"CHEMBL1339216","Oc1ccccc1C(=O)Oc2ccccc2",2.6114000000000006,59.50730000000002,92.92274052170427,46.53,214.22,214.06299418,3,1,3,1,3,0,3,16,26,2,2,0,0,0,0,0,2,0,0,0.0,8.459862599134318,4.82401310515836,3.2197211392002463,2.07771754010336,1.2968048289562628,4.82401310515836,3.2197211392002463,2.07771754010336,1.2968048289562628,-2.2899999999999996,10.235362076049029,4.486277072858324,2.1998362076575533,4.736862953800049,11.075832682792555,0.0,0.0,10.357988675768818,54.59730361615449,0.0,0.0,0.0,0.0,11.49902366656781,0.0,14.637927532712578,0.0,0.0,0.0,0.0,0.0,60.160755107851486,0.0,11.49902366656781,5.969305287951849,9.843390348640755,0.0,4.794537184071822,0.0,0.0,30.33183534230805,24.26546827384644,0.0,0.0,17.062475158264807,0.0,0.0,0.0,5.969305287951849,13,0,0,0,0,0,0,0,0,3,0,0,4,1,0,6,6,0,3,6,3,1,1,0,0,2,1,1,0,9,3,0,0,0,0,2,0,0,0,0,0,0
764629,"Potency",,2.0,"CHEMBL1340745","BrCCc1ccccc1",2.6240000000000006,43.940000000000026,64.02883495393154,0.0,185.06400000000002,183.988762388,0,0,2,0,0,0,1,9,18,1,1,0,0,0,0,0,1,0,0,0.25,6.764925920445156,4.1529671427750605,2.717579065715455,1.6224900497032848,1.2116239473561983,3.031498235028658,1.9245807961581027,1.2259909149246087,0.7537861829603536,-0.30000000000000004,6.8149425287356316,3.6736422574131145,2.1851078696829416,0.0,5.330089647061427,6.4208216229260096,0.0,5.563451491696996,30.33183534230805,0.0,0.0,0.0,0.0,0.0,15.929943897949348,0.0,0.0,0.0,0.0,6.4208216229260096,5.330089647061427,35.89528683400505,0.0,0.0,15.929943897949348,0.0,0.0,0.0,0.0,0.0,46.2617792402574,11.984273114623004,5.330089647061427,0.0,0.0,0.0,0.0,0.0,0.0,8,0,0,1,0,0,0,0,0,0,0,0,3,0,0,3,3,0,2,0,0,0,0,0,0,1,2,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0
